id,fecha,usuario,texto,tema,sentimiento,likes,reposts,tipo,texto_original
11,2025-09-22,Hackbogado,salvo tecnología específicamente destinada sustituir actividad específica cerebro ahí mismo problema,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 1,"Salvo que la tecnología esté específicamente destinada a sustituir esa actividad específica del cerebro, también. Ahí, lo mismo tenemos un problema."
12,2025-09-22,"La energía del vapor,",dice cerebro delega ahí nace argumento problema nunca historia planeta tierra existido algun ser viviente pudiera hacer cerebro delegara tarea pensar mente delega pensar puede extender,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 1,"Dice: Cuando el cerebro delega y ahí nace el argumento, el problema es que nunca en la historia del planeta Tierra ha existido algun ser viviente que pudiera hacer que su cerebro delegara la tarea de pensar. Y si la mente delega pensar, no se puede extender. Y eso es lo que se ve"
13,2025-09-22,Iván Salazar García,pronto delegáremos experiencia vivir vida artificial viva vida,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 1,Pronto delegáremos la experiencia de vivir en una vida artificial que viva la vida por nosotros.
14,2025-09-22,Magik Princess,embargo estudios sugieren nativos digitales podrían ser primera generación bajo padres investigaciones varios países observado tendencia histórica aumento generación invirtiendo,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 1,"Sin embargo muchos estudios sugieren que los ""nativos digitales"" podrían ser la primera generación con un CI más bajo que el de sus padres. Investigaciones en varios países han observado que la tendencia histórica de aumento del CI por generación se está invirtiendo."
15,2025-09-22,Antropóloga luna,general élites opinan atontamiento demás círculo,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 1,"En general, son las élites las que opinan sobre el atontamiento de los demás... que no son de su círculo."
16,2025-09-22,Josefa Galván,pablo línea pensamiento contribuye desmontar mito desaprender vuelto tan famoso aún siendo tal falso multitarea saludos,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 1,"Pablo, esta línea de pensamiento contribuye a desmontar el Mito del “Desaprender” que han vuelto tan famoso aún siendo tal falso como el de “Multitarea”. Saludos"
17,2025-09-22,Sony,gustaría saber nueva habilidad sido desbloqueada tras uso gps escritura fomenta memoria escribe lees voz alta gps hace vagos añoro biblioteca saber orden alfabético encontrar libro,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 1,"Me gustaría saber q nueva habilidad ha sido desbloqueada tras el uso del gps. La escritura fomenta la memoria si eres el q escribe o si la lees en voz alta. La IA, gps... Nos hace vagos. Añoro cuando en la biblioteca tenías q saber el orden alfabético para encontrar un libro."
18,2025-09-22,Caleblood,juicio ser humano general preparado información gratuita,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 1,"A mi juicio el ser humano, en general, no está preparado para la información gratuita."
19,2025-09-22,Max Mordón,tragicómico aquí dijeron mayores falacia contextos previos hoy día absolutamene cierto paulatinamente humanidad sigue acercándose propio final mientras máquinas terminan adueñar mundo,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 1,"Lo más Tragicómico aquí es que mucho de lo que dijeron ""nuestros mayores"" fue una falacia en contextos previos, pero hoy día sería absolutamene cierto... Paulatinamente, la ""humanidad"" sigue acercándose a su propio final mientras las Máquinas se terminan de adueñar del mundo."
20,2025-09-22,JMR,teóricamente quedan aparcados suficientes atraso,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 1,"Teóricamente, quedan aparcados muchos y que no sean suficientes para el atraso..."
21,2025-09-22,Jaime,ahí declaremos progreso involución,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 1,De ahí que declaremos el progreso como involución.
22,2025-09-22,chispa de la vida2,tecnologia gusta prefiero cuaderno lapiz goma borrar etc,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 1,"LA TECNOLOGIA A MI NO ME GUSTA PREFIERO EL CUADERNO,LAPIZ GOMA D BORRAR etc"
23,2025-09-22,Pijus Magnificus,problema atontamiento nuevas generaciones viene bien abundancia disponibilidad opciones cortas esfuerzo dejas nutrirte ser,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 1,El problema del atontamiento de las nuevas generaciones viene más bien por la abundancia y disponibilidad de opciones. Cuando cortas el esfuerzo dejas de nutrirte en todo tu ser.
24,2025-09-22,zum(b)e,extraterrestre conexión naturaleza real,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 1,Como un extraterrestre sin conexión con la naturaleza real
25,2025-09-22,EVA,objeto mente cada vez simple sigue mente simplificará objeto menos capaz acometer tareas complejas,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 1,"Si el objeto de la mente es cada vez más simple, se sigue que la mente simplificará más su objeto y, por tanto, será menos capaz de acometer tareas complejas."
26,2025-09-22,Otake San,saber pensamiento debilita debemos conocer pensar ciencia podido describir exactitud genera recordar requiere energia pir curva olvido sustituye nuevos recuerdos antiguos utilizados,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 1,"Para saber que el pensamiento se debilita, debemos conocer que es el pensar, que la ciencia no ha podido describir con exactitud como se genera y que es y el recordar requiere energia, pir eso es la curva del olvido, que sustituye nuevos recuerdos por antiguos no utilizados."
27,2025-12-09,José Mario,inteligencia artificial reescribiendo infancia pedir permiso cada niño vive rodeado máquinas saben calma divierte engancha nunca existido infancia tan personalizada tan vulnerable creando generación crece acompañada algoritmos conceden incluso aquello ningún adulto responsable validaría entendemos transformación ahora vamos despertar demasiado tarde riesgo sólo ven sino dejan vivir siempre dice reemplaza incomodidad conflicto desacuerdo paciencia espera aquello formaba carácter dejamos niñez quede atrapada burbujas hechas medida emocionales educativas sociales vamos producir adultos brillantes frágiles hipersatisfechos incapaces enfrentar mundo real verdadera amenaza tecnología sino renuncia experiencia humana,"IA , perdida de autonomia humana y Generacion Z",positivo,4600,2000,Tweet 2,"La inteligencia artificial está reescribiendo la infancia sin pedir permiso. Cada niño vive rodeado de máquinas que saben qué lo calma, qué lo divierte y qué lo engancha. Nunca había existido una infancia tan personalizada… ni tan vulnerable. Estamos creando una generación que crece acompañada por algoritmos que todo lo conceden, incluso aquello que ningún adulto responsable validaría. Si no entendemos esta transformación ahora, vamos a despertar demasiado tarde. Porque el riesgo no es sólo lo que ven, sino lo que dejan de vivir. Una IA que siempre dice “sí” reemplaza la incomodidad, el conflicto, el desacuerdo, la paciencia, la espera… todo aquello que antes formaba el carácter. Si dejamos que la niñez quede atrapada en burbujas hechas a la medida —emocionales, educativas, sociales— vamos a producir adultos brillantes pero frágiles, hipersatisfechos pero incapaces de enfrentar el mundo real. La verdadera amenaza no es la tecnología, sino la renuncia a la experiencia humana."
28,2025-12-09,Himanshu Kumar,josé cambiando infancia grande crees haciendo fuertes solo fácilmente influenciables,"IA , perdida de autonomia humana y Generacion Z",neutral,1,0,Respuesta tweet 2,"Sí, José, la IA está cambiando la infancia a lo grande, pero ¿crees que los está haciendo más fuertes o solo más fácilmente influenciables?"
29,2025-12-09,Alvarez,preocupa cosas generación crezca límites bajos tolerancia frustración entrenada darte lado locura,"IA , perdida de autonomia humana y Generacion Z",negativo,71,7,Respuesta tweet 2,"Me preocupa, entre otras cosas, que esta generación crezca con límites muy bajos de tolerancia a la frustración. Una IA entrenada para darte por tu lado es una locura"
30,2025-12-09,Arnau,casa escuela transformando infancia,"IA , perdida de autonomia humana y Generacion Z",positivo,28,6,Respuesta tweet 2,"En casa y en la escuela, la IA está transformando la infancia."
31,2025-12-09,Or Sassur,infancia siendo rediseñada nadie firme autorización mientras adultos discuten ética regulación generación entera creciendo bajo tutela silenciosa algoritmos conocen miedos estímulos puntos quiebre mejor cualquier padre sólo entretiene moldea carácter reemplaza frustraciones elimina enseñaba límites niñez completamente personalizada niñez completamente vulnerable adaptado niño desea desaparece experiencia humana construye fortaleza paciencia criterio entendemos transformación ahora despertaremos demasiado tarde verdadero riesgo muestra sino aquello roba vivir niños conviertan adultos hiperestimulados frágiles satisfechos incapaces enfrentar mundo real descubriremos tarde amenaza nunca tecnología sino renuncia educar,"IA , perdida de autonomia humana y Generacion Z",positivo,27,5,Respuesta tweet 2,"La infancia está siendo rediseñada sin que nadie firme la autorización. Mientras los adultos discuten sobre ética y regulación, una generación entera está creciendo bajo la tutela silenciosa de algoritmos que conocen sus miedos, sus estímulos y sus puntos de quiebre mejor que cualquier padre. La IA no sólo entretiene: moldea carácter, reemplaza frustraciones y elimina el “no” que antes enseñaba límites. Una niñez completamente personalizada es también una niñez completamente vulnerable. Cuando todo está adaptado a lo que el niño desea, desaparece la experiencia humana que construye fortaleza, paciencia y criterio. Si no entendemos esta transformación ahora, despertaremos demasiado tarde. Porque el verdadero riesgo no está en lo que la IA muestra… sino en todo aquello que les roba vivir. Y cuando esos niños se conviertan en adultos hiperestimulados pero frágiles, satisfechos pero incapaces de enfrentar el mundo real, descubriremos —tarde— que la amenaza nunca fue la tecnología, sino nuestra renuncia a educar."
32,2025-12-09,Mario Antonio Ruiz Jacquet,gracias compartir perdiendo batalla tema cuestión desequilibrio gran mayoría seres humanos veía venir hace años amén errónea aplicación sistema educativo urgente reflexionar despertar conciencia,"IA , perdida de autonomia humana y Generacion Z",positivo,17,9,Respuesta tweet 2,"Gracias p/compartir! Se está perdiendo la batalla s/el tema en cuestión..., el desequilibrio del CF en la gran mayoría d los seres humanos se veía venir desde hace muchos años, amén d la errónea aplicación del sistema educativo, es urgente reflexionar y despertar CONCIENCIA..."
33,2025-12-09,Un Raúl,problena problemas padres cabeza,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,Pero el problena no son las IA. EL PROBLEMAS SON LOS PADRES SIN CABEZA.
34,2025-12-09,Richy Vidal ,dicen tratas mal obedece mejor decir gracias buen dia etc volverán personas mandonas maleducadas,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Y como dicen que si tratas mal a la IA obedece mejor, sin decir gracias ni buen dia y etc. Se volverán personas mandonas y maleducadas"
35,2025-12-09,Nuria Sanz,seran conscientes propio envejecimiento quedara ilusion tendran necesidadad cuidarse,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"no seran conscientes ni de su propio envejecimiento, quedara como una ilusion, con lo cual no tendran necesidadad de cuidarse."
36,2025-12-09,don Electrón,padres chicos dejen coger así llama poner límites criterio famoso interdictivo padres básicamente quieren,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"pero tienen padres esos chicos? no se dejen coger así, se llama poner límites con criterio, el famoso ""no interdictivo"" con padres que, básicamente, te quieren"
37,2025-12-09,Francisco,mismo tele niños padres presentes pasarán,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 2,"Es lo mismo que la tele, niños con padres presentes no pasarán eso"
38,2025-12-09,Ancellot,tal dices dependencia excesiva podría formar adultos intolerantes frustración diferencias opinión complejidades formar amistades pareja insertarse mundo laboral cuentan familiares amigos guíen,"IA , perdida de autonomia humana y Generacion Z",positivo,3,0,Respuesta tweet 2,"Tal como dices, la dependencia excesiva de la IA podría formar adultos intolerantes a la frustración, las diferencias de opinión, complejidades para formar amistades, pareja e insertarse en el mundo laboral, sobre todo si no cuentan con familiares y amigos que los guíen."
39,2025-12-09,Martha Pérez,infancia influida mecanización inteligente cuidadores padres tutores maestros debemos prestar mayor atención fenómeno queremos necesitamos infancia humana funcionamiento real natural cerebro neurociencia habla alerta,"IA , perdida de autonomia humana y Generacion Z",positivo,3,0,Respuesta tweet 2,"La infancia está influida por la mecanización ""inteligente"". Los cuidadores (padres, tutores, maestros), debemos prestar mayor atención a este fenómeno. Queremos y necesitamos una infancia humana, con funcionamiento real y natural del cerebro. La neurociencia nos habla. Alerta!"
40,2025-12-09,Sergio Herrera,vida real construida alta participación niños crecido entorno dice vida real quiénes personas darán interacción vida creo compuesta menos gen gen,"IA , perdida de autonomia humana y Generacion Z",neutral,2,0,Respuesta tweet 2,"Pero esa ""vida real"" será construida y habrá alta participación de esos otros niños que han crecido en el entorno IA. Cuando dice ""la vida real""... ¿Quiénes serán las personas que le darán interacción a esa vida? Creo estará compuesta por menos Gen X y Gen Y"
41,2025-12-09,Guayaba Digital,toda razón balance herramienta tutor personalizado debemos poner límite conflicto siguen siendo aprendizajes humanos delegables irónicamente caso uso práctico aquí uso consciente limitado siempre concede anula frustración frustración motor creatividad resiliencia tan práctico adulto incapaz resolver problema incluido prompt crees supervisión parental podría ser solución solo externaliza problema educar,"IA , perdida de autonomia humana y Generacion Z",negativo,2,0,Respuesta tweet 2,"Tienes toda la razón en el balance. La IA nos da la herramienta (ej. tutor personalizado), pero nosotros debemos poner el límite: el conflicto y el 'no' siguen siendo aprendizajes humanos no delegables. Irónicamente, el caso de uso práctico de IA aquí es el uso consciente y limitado. Si la IA siempre concede, anula la frustración, y la frustración es el motor de la creatividad y la resiliencia. ¿Qué tan práctico es un adulto incapaz de resolver un problema no incluido en su prompt? ¿Crees que una ""IA de supervisión parental"" podría ser la solución, o solo externaliza el problema de educar? "
42,2025-12-09,Rulehigh,proposito mundo real infiriendo mundo conoces mundo real hablas tambien sera mundo adaptado medida crecieron sumergidos entonces mundo evoluciono realidad siendo adaptada futuro,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 2,"A proposito del mundo real estas infiriendo un mundo que no conoces, ese mundo real del que hablas tambien sera un mundo adaptado a ellos a su medida ya que crecieron sumergidos en el, para entonces el mundo evoluciono con ellos, su realidad esta siendo adaptada a ese futuro"
43,2025-12-09,Sebas,dejen neutralizar tecnología cosa desarrollar cura cáncer construir infraestructura digital diseñada manipularnos,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Dejen de neutralizar la tecnología! una cosa es desarrollar una cura para el cáncer, otra construir una infraestructura digital diseñada para manipularnos!"
44,2025-12-09,Alina Felix,decir difícil ser padre momentos aplicaciones diseñadas ser adictivas adulto batalla controlarse niño autocontrol todavía,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 2,"Y que decir de lo difícil que es ser padre en estos momentos, todos esas aplicaciones están diseñadas para ser adictivas. Y si un adulto batalla para controlarse un niño no tiene autocontrol todavía."
45,2025-12-09,Ana Maria,buena observación saludos,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 2,Que buena observación. Saludos.
46,2025-12-09,Arrós Caldós,nuevo bajo sol ser humano auto destruyéndose,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Nada nuevo bajo el sol, el ser humano auto destruyéndose"
47,2025-12-09,Ficusyquipoles1,pena época difícilmente puede apartárseles manejo generación sentimos afectada carente natural divertido seguramente extrañará conoció,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Una pena, pero es una época en que difícilmente puede apartárseles de este manejo. Esta generación que sentimos afectada o carente de lo natural y divertido, seguramente no extrañará lo que no conoció..."
48,2025-12-09,Doctora No,quién trasplantará órgano futuro visto actual alumno bachillerato toleran frustración ésta conlleva,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"¿Quién nos trasplantará un órgano en el futuro? ¿Una IA? Porque está visto que un actual alumno de bachillerato NO. NO toleran la frustración, ni todo lo que ésta conlleva."
49,2025-12-09,David Rojas Cont,aunque habla ausencia incapacidad adulto uso edades temprana síntoma origen problema,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Aunque eso habla más de la ausencia e incapacidad del adulto. El uso de IA en edades temprana es el síntoma, no el origen del problema."
50,2025-12-09,Llorens MRC,sigo diciendo peor peligroso regalo tecnológico ahora hecho humanidad,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,Sigo diciendo que la IA es el peor y más peligroso regalo tecnológico que hasta ahora le han hecho a la humanidad.
51,2025-12-09,Alejandro Vazquez,veo relación directa videojuegos hiperreales autos alta gama ciudades urbanas chicos conducen alta velocidad chocan volteas muñeco pasa joven embelesa tipo experiencia llegan realidad,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 2,"Yo sí veo una relación directa entre esos videojuegos hiperreales de autos de alta gama en ciudades urbanas, los chicos conducen a alta velocidad, chocan, te volteas y al muñeco no le pasa nada, el joven se embelesa con ese tipo de experiencia, cuando llegan a la realidad"
52,2025-12-09,AlbertoIsaac Mendoza,siempre dice reemplaza incomodidad conflicto desacuerdo paciencia espera aquello formaba carácter dejamos niñez quede atrapada suena llamada crianza respetuosa,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 2,"“siempre dice “sí” reemplaza la incomodidad, el conflicto, el desacuerdo, la paciencia, la espera… todo aquello que antes formaba el carácter. Si dejamos que la niñez quede atrapada” Me suena a la llamada crianza respetuosa."
53,2025-12-09,Javier Castro,bucle humano subproducto bipartidista inteligencia artificial experiencia humana limitado sesgo hecho dicha entrada alucinación igual salida enfatiza humanos primero,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"El bucle humano es un subproducto bipartidista de la Inteligencia Artificial. Por lo tanto, sin una experiencia humana, se está limitado al sesgo, de hecho, dicha entrada es una alucinación, al igual que su salida. Esto enfatiza que somos, ante todo, HUMANOS primero"
54,2025-12-09,Gustavo Niño,reto tecnología clic niños aprenden rápido padres digitales nativos mundo papá mamá trabaja tecnología llenado espacios primero internet juegos redes ahora,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 2,"Todo un reto, la tecnología como la IA está a un clic de los niños, que aprenden mucho más rápido que sus padres, son digitales nativos, en un mundo donde papá y mamá trabaja, la tecnología ha llenado esos espacios, primero el internet, juegos las redes y ahora la IA."
55,2025-12-09,JMR,obstante adaptaron nuevos tiempos jovenzuelos quedan camino ahí prestar atención sobrepasado choque virtual automatización dependiente previo recurso herramientas hacen lugar rebeldía futuro,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 2,"No obstante, como otros adaptaron a ""nuevos tiempos"", de jovenzuelos hay quienes se quedan por el camino (ahí hay que prestar atención) y quienes ""al sobrepasado choque virtual"" de la automatización dependiente, previo recurso y herramientas: hacen lugar, para la rebeldía. Futuro"
56,2025-12-09,Aisy,cada padre quizás debería reflexionar gana tiempo tiempo crianza niño entretenido pantalla entretenerlo hablo experiencia subjetiva claro entretenimiento forma educar generar vínculos,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Cada padre, quizás, debería reflexionar para qué ""gana tiempo en tiempo de crianza"" cuando el niño está entretenido con una pantalla y no tiene que entretenerlo. Hablo desde mi experiencia subjetiva, claro, pero ¿el entretenimiento no es una forma de educar y generar vínculos?"
57,2025-12-09,Rey,cada padre quizás debería reflexionar gana tiempo tiempo crianza niño entretenido pantalla entretenerlo hablo experiencia subjetiva claro entretenimiento forma educar generar vínculos,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Cada padre, quizás, debería reflexionar para qué ""gana tiempo en tiempo de crianza"" cuando el niño está entretenido con una pantalla y no tiene que entretenerlo. Hablo desde mi experiencia subjetiva, claro, pero ¿el entretenimiento no es una forma de educar y generar vínculos?"
58,2025-12-09,Cecilia Fiestas,moda dejando ver facilismo tener tiempo deberia hacerbos menos pensantes ojalá nueva generación piense mejor aunque dudas,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 2,"La moda de las IA está dejando ver más el facilismo. Tener más tiempo NO DEBERIA HACERBOS MENOS PENSANTES. Ojalá la nueva generación piense mejor, aunque tengo mis dudas."
59,2025-12-09,sisisi,cierto varios peros tener cuenta construcción humana manera actual lidiar ser humanos perpsectiva crítica continuar travesía simbiosis tecnológica mediacion aprendizajes tipo descubrir,"IA , perdida de autonomia humana y Generacion Z",neutral,0,0,Respuesta tweet 2,"cierto, pero hay varios peros que tener en cuenta. Esto es construcción humana, es nuestra manera actual de lidiar con ser humanos. Con perpsectiva crítica continuar la travesía de la simbiosis tecnológica como mediacion para aprendizajes de otro tipo a descubrir"
60,2025-12-09,rocio machiste,cierto ojalá futuro niños den cuenta haciendo mal igual padres tampoco prestan atención niños falta atención enseñanza hijos padres prestan celulares ayuda,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Muy cierto ojalá en el futuro los niños se den cuenta que lo que están haciendo está mal , igual los padres que tampoco les prestan la atención a los niños por falta de atención y la enseñanza a sus hijos que también los padres les prestan los celulares como si eso les ayuda"
61,2025-12-09,Carolina,hagan responsable debacle menos horrorosamente mal criando hijos,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Estamos no, a mí no me hagan responsable de esta debacle ni menos de lo horrorosamente mal que están criando a sus hijos."
62,2025-12-09,Lvc,hicimos generación vulnerable padres decían evitaban frustración hijos toda costa,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,Ya hicimos una generación vulnerable con padres que decían todo que sí y que evitaban la frustración de sus hijos a toda costa.
63,2025-12-09,Damian E. Garcia,peor inevitable puede detener,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,Lo peor de todo es qué es inevitable y no se puede detener; contra eso nada
64,2025-12-09,Adel Rodriguez,creando humanidad resiliencia quebrada frustrada mínimo pobre gente,"IA , perdida de autonomia humana y Generacion Z",negativo,0,0,Respuesta tweet 2,"Estamos creando una humanidad sin resiliencia, que será quebrada y frustrada con lo mínimo... Pobre gente.."
65,2025-12-09,Gabriel Garcia,realidad rebasado propios extraños niños adolecentes jóvenes observan invadidos artilugio tecnológico,"IA , perdida de autonomia humana y Generacion Z",positivo,0,0,Respuesta tweet 2,"Una realidad la cual ha rebasado a propios y extraños. Los niños, adolecentes y jóvenes se observan ya invadidos por este artilugio tecnológico."
